1	Porto Velho		36660-000	Alem Paraiba	07.866.806/0001-06	Rafael 	Av Dr Antonio Augusto Junqueira 25	MG	0	015 999 380 0021	Agropec Prod Agricolas e Vet de Alem Paraiba Ltda	(32) 3462-5502
20	Vila Maria		27355-000	Barra Mansa	05.361.895/0001-03	Marcelo	Rua Antônio Graciano Rocha 569	RJ	0	77 493 905	A P S de Carvalho Agropecuaria ME	(24) 3323-7212
21	Cotiara		27347-010	Barra Mansa	39.759.568/0001-26	Aroldo	Rua José Hipólito 1475	RJ	0	85 016 385	A T da Silva Mercearia e Bar Me	(24) 3320-3656
22	Vila Nova	(24) 3322-9932	27320-220	Barra Mansa	00.092.788/0001-03	Tatiana	R Arthur Oscar 131	RJ	0	85 195 123	Agro Almeida Garcia Ltda	(24) 3323-3660
23	Boa Sorte		27331-800	Barra Mansa	02.301.821/0001-93	Pavão	Av Prefeito Leonísio Sócrates Batista 321	RJ	0	86 296 675	Agropecuaria Boa Sorte Ltda	(24) 3322-5680
24	Centro		27330-020	Barra Mansa	28.617.975/0001-82	Jesus	Rua Dario Aragão 1071	RJ	0	82 880 968	Agropecuaria Pires Ltda	(24) 3323-0056
25	Goiabal		27340-520	Barra Mansa	05.638.664/0001-02		Rua José Batista Leal 580	RJ	0	77 543 830	C Henrique da Silva Mercearia Me	(24) 3328-2010
26	Centro	(24) 3323-0605	27355-070	Barra Mansa	29.056.546/0001-46	Viviane	R Duque de Caxias 260	RJ	0	80 518 501	Cebama Cereais Barra Mansa Ltda	(24) 3323-4907
27	Roselãndia		27300-000	Barra Mansa	03.192.199/0001-95	Cleves	Rua João Olimpio de Magalhães 643	RJ	0	75 087 330	Cleves José Alves	(24) 3322-6955
28	 Centro 		27345-310	Barra Mansa	05.878.321/0001-07		Av Domingos Mariano 879	RJ	0	77 621 881	Comercial RV Agropecuaria e Camping Ltda Me	(24) 3323-2284
29	Boa Vista	(24) 3348-1133	23332-360	Barra Mansa	28.672.004/0001-35		Rua Antonio Luiz Pires s/n	RJ	0	80 518 951	Corau Veículos e Peças Ltda	(24) 3348-1144
30	Roberto Silveira		27355-250	Barra Mansa	02.682.794/0001-46	Silas	Rua Luiz Ponte 150	RJ	0	86 345 420	Dila Maria Pereira Conde Agro Pecuaria	(24) 3328-3461
31	Vista Alegre		27320-000	Barra Mansa	04.460.969/0001-04	Dilson	Av Cristiano dos Reis M Filho 1402	RJ	0	77 192 018	Dilson Brandão Silva Mercearia Me	(24) 3323-1173
32	Centro		27330-020	Barra Mansa	00.402.177/0001-14	Douglas	R Dr Dario Aragão 1031	RJ	0	84 689 610	Domingos e Sá Ltda	(24) 3322-7934
33	Centro		27355-070	Barra Mansa	03.856.955/0001-85		Rua Pinto Ribeiro 455	RJ	0	77 059 997	Duque e Gersozimo Embalagens Ltda	(24) 3323-3575
34	Vista Alegre		27320-000	Barra Mansa	05.070.707/0001-98		Rua H 258 Loteamento Belo Horizonte	RJ	0	77 365 885	F Silverio da Silva	(24) 3322-8987
35	São Calos (Boa Vista)		27336-380	Barra Mansa	05.809.808/0001-38	Dorinha	Dilma Maria Costa Augusto 366	SP	0	77 596 240	Ferreira e Campos Agropecuaria Ltda Me	(24) 3337-8549
36	Centro		27310-420	Barra Mansa	07.078.128/0001-17		Pinto Ribeiro  380	RJ	0	77 822 984	Folha Verde Agropecuaria Ltda ME	(24) 3323 8508
37	Vista Alegre		27320-011	Barra Mansa	02.111.315/0001-31	Valmir	Av Cristiano dos Reis M Filho 1090	RJ	0	86 295 466	G W Leite Agropecuaria ltda	(24) 3323-5671
38	Vila Nova		27321-000	Barra Mansa	05.345.181/0001-01		Rua MajoRJosé Bento 580	RJ	0	77459111	Guilherme Amorim Figueiredo Bar	(24) 3324-027
39	Centro		27310-040	Barra Mansa	01.674.755/0001-34	João Paulo	R Benedita Helena de Lima 69	RJ	0	86 295 164	Heloisa Helena V T Lombardi Me	(24) 3323-2245
40	Ano Bom		27325-332	Barra Mansa	36.507.846/0001-60	João	Av Presidente Kennedy 2931	RJ	0	77 682 414	J B Dias Reis Me	(24) 3322-1801
41	 Saudade 	(24) 3323-3090	27355-501	Barra Mansa	30.088454/0001-27	Geraldo	Av Homero Leite 1760	RJ	0	82 954 996	J G Batista	
42	Colonia Santo Antonio	(24) 3322-8835	27363-000	Barra Mansa	06.241.743/0001-30	Andre	Est Governador Chagas Freitas 2793	RJ	0	77 749 713	Kanazawa Mercearia Ltda Me	(24) 3323-6497
43	Vila 		27320-250	Barra Mansa	73.748.923/0001-08	Miranda	Rua Osorio Gomes de Brito 120	RJ	0	84 693 847	Laf 93 Agropecuaria Ltda	(24) 3323-9997
44	Floriano		27365-110	Barra Mansa	03.897.038/0001-05	Marino	R Lomba de Abreu 292	RJ	0	77 048 618	Marino de Lima Sampaio Agropecuaria Me	(  ) 9231-5805
45	Centro		27400-000	Barra Mansa	01.551.350/0001-09	Dinho	Rua Duque de Caxias 222 Loja 218	RJ	0	85 929 992	Merbama Mercearia e Bazar Barra Mansa Ltda	(24) 3323-8325
46	Loteamento Chinês/V.Aleg		27320-720	Barra Mansa	28.677.268/0001-81		Rua Francisco Marques da Silva	RJ	0	80 519 052	Mercearia Nossa Senhora Aparecida Ltda	(24) 3324-4072
47	Centro		27345-190	Barra Mansa	07.138.384/0001-52		Rua Nathanael Alves de Medeiros 45	RJ	0	77 863 001	P S Silvério Bar e Pizzaria Me	(24) 3328-6568
48	Centro	(24) 8123-1992	27345-430	Barra Mansa	39.563.218/0001-90	Paulo	AL João Miranda Torres 70	RJ	0	84 983 233	Paulo Afonso da Silva e Cia Ltda	(24) 3323-9249
49	Bocaininha	(24) 9991-1278	27351-720	Barra Mansa	01.485.946/0001-58	J.Martins	Estrada Governador Chagas Freitas	RJ	0	85 929 453	Pecuária Agronaves Ltda	(24) 3323-7386
50	Boa Vista I		27265-320	Barra Mansa	00.851.567/0011-43	José Luis	Rua Mauro Granato 460	RJ	0	77 398 018	Praiamar Industria Comercio & Distribuição Ltda	(24) 3336-1412
51	Boa Sorte		27330-290	Barra Mansa	00.802.378/0001-09	Reginaldo	Rua Major Luiz Alves 807	RJ	0	85 620 134	R S Folha Verde de Barra Mansa Ltda	(24) 3326-0644
52	Vila Coringa		27320-000	Barra Mansa	03.102.111/0001-05	Bino	Rua Esnesto D Silveira 35	RJ	0	75 087 039	Reis 2000 Ltda	(24) 3323-9085
53	Centro	(24) 3324-8647	27355-260	Barra Mansa	35.819.168/0001-08	Luciene	Rua Pinto Ribeiro 372	RJ	0	83 884 592	Ronaldo dos Santos Agropecuaria Me	(24) 3323-8508
54	São Luiz		27335-280	Barra Mansa	30.851.166/0001-82	Mauricio	Rua Antonio da Silva Reis 57	RJ	0	82 968 229	S M E Supermercado	(24) 3323-1893
55	Colonia Santo Antonio		27360-000	Barra Mansa	04.111.682/0001-60		Rua Vinte e Dois (conj Novo Horizonte ) 22	RJ	0	77 109 668	Sergio Luis Ferreira Moreira Lanches	(24) 3324-2626
56	Colônia St Antônio	(24) 3323-4945	27300-000	Barra Mansa	29.833.324/0001-92	Vitor	Estr Governador Chagas Freitas 1945	RJ	0	82 954 775	União Vilas Materiais Construção Ltda Me	(24) 3323-4152
57	 Centro 		27135-020	Barra Piraí	03.375.053/0001-85	Ricardo	Rua Dr Clodoveu 127	RJ	0	76 020 426	A J Martins Nutrimentos	(24) 2442-6634
58	Matadouro	(24) 9967-2076	27115-010	Barra Piraí	36.246.650/0001-69	Bety	Rua José AlveSPimenta 1722	RJ	0	84 036 471	Agrobarra Com de Prod Agropecuaria Ltda	(24) 2442-4055
59	Centro		27123-020	Barra Piraí	28.569.325/0001-09	Paulino	Praça Nilo Peçanha 65	RJ	0	80 431 686	Agron Distribuidora Agropecuaria Ltda	(24) 2442-2960
60	Centro	(24) 2442-0464	27113-040	Barra Piraí	30.448.559/0001-40	2442-2109	R Barão Rio Bonito 265	RJ	0	80 435 320	Agronutri Com Prods Agropecuarios	(24) 2442-4800
61	Centro		27120-170	Barra Piraí	08.083.723/0001-03		Rua Joao Pessoa 411	RJ	0	78 130 164	Antonio Marcelo Dourado Muniz ME	(24) 2443-2012
62	Ponte Vermelha		27143-100	Barra Piraí	07.950.973/0001-30	Nilza	Rua Edgar Fernandes 50	RJ	0	78 105 275	N M T Azevedo Me	(24) 2443-7959
63	Vila São Geraldo	(12) 3653-6699	12280-000	Caçapava	07.188.900/0001-53	Eduardo/Abel	Av da Saudade 353	SP	0	234 039 834 113	Agropecuaria Abib e Siqueira Ltda Me	(12) 3653-6699
64	Centro		12281-490	Caçapava	52.961.414/0001-80		Rua ComendadoRJoão Lopes 367	SP	0	234015545 115	Agropecuaria Papini Ltda	(12) 3653-3081
65	Vila Pontilhão		12280-050	Caçapava	56.388.705/0001-82	Paulinho	Capitão Carlos Moura 17	SP	0	234 018 530 110	Agrovet Distribuidora  Produtos Agropecuaria Ltd	(12) 3653-3425
66	Vila Santa Isabel	(12) 9111-0507	12284-450	Caçapava	05.295.350/0001-46	Cesar	João Rafael de Araujo 473	SP	0	234 103 852 113	Araujo Guimarães Dist de Generos Alimenticios Ltda	(12) 3652-5472
67	Vila Menino Jesus		12280-509	Caçapava	01.599.616/0001-93		Av Almirante Tamandaré 405	SP	0	234 037 098 119	Benedito dos Santos Caçapavense Ltda	(12) 3652-6665
68	Maria Candida	(12) 9128-8353	12284-020	Caçapava	02.680.436/0001-02	Margaretti	Rua Dona Rosa Rossi Maximo 81	SP	0	335 112 581 110	Coml Simpatia de Caçapava Ltda	(12) 3655-5520
69	Vera Cruz		12287-010	Caçapava	05.466.590/0001-66		Rua São Francisco 417	SP	0	234103392 114	Edilene de Andrade Fernandes ME	(12) 3653-2061
70	Centro		12281-020	Caçapava	57.820.896/0001-72		Av Coronel Manoel Inocencio 947	SP	0	234 019 912 118	Fertil Vale Com Prod Agropecuaria Ltda	(12) 3653-4360
71	Vila Menino Jesus		12280-000	Caçapava	45.842.762/0001-73	Nivaldo	Av Almirante Tamandaré 215	SP	0	234 004 358 116	Massumi Hirano Me	
72	Vila Antonio Augusto	(12) 9116-6636	12287-010	Caçapava	03.481.027/0001-31	Rita	Rua São Francisco 800	SP	0	234 042 199 113	S A P Nunes Caçapava	(12) 3652-3439
73	Centro		12281-450	Caçapava	05.509.947/0001-46	Sr Pimenta	Av Dr Pereira de Mattos 401	SP	0	234 103 505 515	S A S Castro da Silva Rego Agropecuaria Me	(12) 3652-9012
74			12630-000	Cachoeira Paulista	55.376.115/0001-77		R Dr Ribeiro de Almeida 36 	SP	0	235 000 277-110	Djalma Sene	(12) 3101-1389
75	Centro		12630-000	Cachoeira Paulista	01.778.176/0001-31	Edmar	Dr Ribeiro de Almeida 67	SP	0	235 015 098 110	Edmar Oliveira Lima C Paulista Me	(12) 3101-3865
76	Centro		12630-000	Cachoeira Paulista	74.206.863/0001-56	Elcio	Conselheiro Rodrigues Alves 8	SP	0	235 012 814 114	Elcio Leite Maciel Cachoeira Paulista Me	(12) 3101-1650
77	Centro		12630-000	Cachoeira Paulista	09.046.120/0001-02		AV Coronel Domiciano 661	SP	0	235 082 715 113	Giovana Ferreira Laticinios Me	(12) 3103-2065
78	Centro		12670-000	Cachoeira Paulista	08.967.318/0001-58	Renato	Rua São Sebastião 64	SP	0	235 082 450 117	J R Medeiros Nunes Rações Me	(12) 3101-1499
79	Centro		12630-000	Cachoeira Paulista	38.873.964/0001-17	Rosana	Av Coronel Domiciano 661	SP	0	235 010 468 117	Maria S A Pontes	(12) 3103-2065
80	Centro		12630-000	Cachoeira Paulista	04.677.546/0001-32	Marli	R DR Ribeiro de Almeida 67	SP	0	235 076 149 117	Marli Vieira de Jesus Me	
81			12630-000	Cachoeira Paulista	54.495.171/0001-68		Rua Sete de Setembro 170	SP	0	235 007 582-117	Marucco e Guimarães Ltda	
82	Centro		12630-000	Cachoeira Paulista	07.660.404/0001-50	Renato	Av Coronel Domiciano 715	SP	0	235 079 272 110	Matheus Damas Araujo	(12) 3103-3469
83	Centro	(12) 3101-2913	12630-000	Cachoeira Paulista	09.045.727/0001-60	Carol 	Av Coronel Domiciano 651	SP	0	235 082 706 112	Natalia Luiz Simoes Me	 
84	Centro	(  ) 9132-0903	12630-000	Cachoeira Paulista	54.243.944/0001-19	Ruy	Rua 7 de Setembro 35	SP	0	235 007 458-112	Ruy Albenzio Cardoso Vilela-ME	(12) 3101-1724
85	Centro		12630-000	Cachoeira Paulista	72.671.985/0003-50	Rivair	Pç Evangelista Rodrigues 10	SP	0	235 076 760 116	SM Alean Ltda	(12) 3186-3121
86	Centro		12630-000	Cachoeira Paulista	01.377.358/0001-00	José Arildo	Rua 7 de Setembro 593	SP	0	235 015 247 115	Supermercado Cachoeira Paulista Ltda	(12) 3101-1411
87	Centro	(12) 3103-3601	12630-000	Cachoeira Paulista	07.021.586/0001-10	Sebastião	Rua Prefeito Antonio Mendes 176	SP	0	235 078 382 113	Thiago Prado Barboza	(12) 3101-1855
88	 Vila Abernessia 		12460-000	Campos do Jordão	07.436.802/0001-98	Valdirene	Av DRJanuario Miraglia 2096	SP	0	246 109 122 110	Cetalla - Mercado Ltda EPP	(12) 3664-3339
89	 Vila Jaguaribe 		12460-000	Campos do Jordão	07.173.090/0002-42	Valdirene	Av DRJanuario Miraglia 608	SP	0	246 101 344 116	Supermercado Patchi Ltda	(12) 3664-4954
90	Centro		28080-000	Campos Goitacazes	39.229.844/0001-44		Av Carmen Carneiro 1556	RJ	0	85 021 001	Oswaldo Riscado Junior	
91	Centro		12701-000	Cruzeiro	03.735.837/0001-77		AV Nesralla Rubez 671	SP	0	282 058 923 110	A de S Lima Caetano Me	(12) 3144-3494
92	Centro		12701-000	Cruzeiro	07.370.151/0001-80		Av Nesrala Rubez 118 Box 26	SP	0	282 121 810 110	Ademir Pedroso de Lima Mercearia Me	(12) 3143-7618
93	Centro		12700-000	Cruzeiro	02.194.919/0001-99	Benito	R Nesralla Rubez 339	SP	0	282 037 299 114	Alvorada Ração Aquarismo Cruzeiro Ltda	(12) 3144-4555
94	Vila Canevari	(12) 9786-8782	12710-010	Cruzeiro	08.821.205/0001-40	Anna	Rua VoluntarioSPaulistas 755	SP	0	282 126 760 110	Anna Paula Oliveira Agropecuaria 	(12) 3145-1901
95	Vila Batista		12700-000	Cruzeiro	47.428.933/0001-48		RJoão Claudio	SP	0	282.018.684.115	Antonio José Sendretti	(12) 3144-2855
96	Centro	(24) 3143-5425	12701-000	Cruzeiro	02.610.407/0001-66	Antonio	Av Nesrala Rubez 77	SP	0	282 051 325 110	Bigail de Mello Cunha	(12) 3144-6637
97	Centro	(12) 3143-5795	12701-020	Cruzeiro	04.406.372/0001-73	Celso	Av Jorge Tibiriça 101	SP	0	282 113 516 111	C P da Silva Cruzeiro	(12) 3143-5426
98	Vl Brasil		12700-000	Cruzeiro	03.160.154/0001-39	Coutinho	Rua João Claudio Gosling 747	SP	0	282 056 976 110	Carlos Magno Coutinho	(12) 3144-8187
99	Centro		12700-000	Cruzeiro	47.429.063/0001-21	Filadelfo	R Francisco Magina 166/167	SP	0	282 001 258 112	Casa Filadelfo Cereais Ltda	(12) 3144-0357
100	Centro	(12) 3144-1387	12700-000	Cruzeiro	63.987.945/0001-69	Wilson	R Nesralla Rubez 609	SP	0	282 037 457 110	Castro e Fontanini	(12) 3144-2021
101	Segundo Retiro		12700-000	Cruzeiro	00.925.369/0001-05	Mateus	Rua Theodoro Martim Barboza 669	SP	0	282 048 565 116	Castrodrigues Rações Cruzeiro	(12) 3144-1892
102	Centro		12701-330	Cruzeiro	62.406.095/0001-03	Cesar	Av Major Novaes 630	SP	0	282 035 152 112	Cezar Escamilla Togeiro Galvão Me	(12) 3144-3314
103	Centro		12700-000	Cruzeiro	00.299.254/0001-52	Vanderlei	R Cel José de Castro 720	SP	0	282 046 039-118	Com de Prod Alim Dumbo Cruzeiro	(12) 3144-7878
104	Centro		12710-280	Cruzeiro	57.819.559/0001-65	Lurdes	R Quintino Bocaiuva 200	SP	0	282 030 763 111	Coml Caetano Cruzeiro	(12) 3144-3234
105	Centro	(12) 3122-2880	12700-000	Cruzeiro	00.720.711/0001-30	Faury	Av Nesralla Rubez 179	SP	0	282 047 727 110	Coml Reimel Cruzeiro Ltda	(12) 3144-5709
106	Centro	(12) 3143-4564	12700-000	Cruzeiro	00.936.086/0001-69	Aderbal	R Dr Celestino 13222	SP	0	282 048 635 118	Cravo e Canela Distr de Doces Balas	(12) 3143-2098
107	Centro		12700-000	Cruzeiro	04.596.256/0001-64	Nivaldo	R Major Hermogenes 128	SP	0	282 114 284 116	Dafe Coml Cruzeiro Ltda	(12) 3144-4222
108	Vila DRJoão Batista		12750-000	Cruzeiro	02.451.240/0001-38	Adriano	Rua Reinaldo Elizei 1670	SP	0	282 044 388 117	Débora Maria Duque de Almeida Me	(12) 3143-2188
109	Lagoa Dourada		12711-450	Cruzeiro	04.042.528/0001-84	João	R Izaac Serquim 93	SP	0	282 112 290 113	Denilza Batista Cruzeiro Me	(12) 3144-5463
110	Centro		12701-420	Cruzeiro	05.659.378/0001-15	Robson	Rua Professor Antunes de Oliveira 162	SP	0	282 031 741 111	Ferragens Santa Rita  ( Distrib Gerdau e Mat Eletricos )	(12) 3143-2149
111	Vila Paulista		12701-140	Cruzeiro	69.193.118/0001-80	Leo	Rua 7 de Setembro 470	SP	0	282 041 774 113	Guenka Comercio de Rações Cereais e Confecções Ltda	(12) 3144-6795
112	VL São Judas Tadeu	(12) 9776-0321	12700-000	Cruzeiro	01.508.168/0001-75	Valdir	R Ipiranga 960	SP	0	282 114 336 116	Guimarães Com Repres Cruzeiro Ltda	(12) 3144-9451
113	Centro	(12) 3144-1303	12701-440	Cruzeiro	03.821.100/0001-77	Maria Inês	Rua Capitão Avelino Bastos 469	SP	0	282 055 784 110	H G Vet Com Prod Agrope Veterinarios Ltda	(12) 3144-1303
114	Vila Romana		12700-000	Cruzeiro	05.675.635/0001-02	João	Av Cruzeiro 780	SP	0	282 118 146 115	João C Moreira ME	(12) 3144-2997
115	Vila Biondi		12720-330	Cruzeiro	02.569.428/0001-85	Savio/Léia	Padre Maurilio Barboza Tomonik 22	SP	0	414 001 870 116	Jociléa Pereira de Andrade Me	(12) 3144-4794
116	Centro		12701-330	Cruzeiro	47.428.271/0001-06	César	Av Major Novaes  606	SP	0	282 004 284 110	José Togeiro Galvão	(12) 3144-3314
117	Centro		12701-470	Cruzeiro	48.279.152/0001-00	Luis	Mercado Municipal Box 18	SP	0	202 016 316-111	Luis Alberto de Castro	(12) 3143-4927
118	V Batista		12700-000	Cruzeiro	01.562.097/0001-99		Rua José Correia 192	SP	0	282 043 225-110	Luis Henrique Ventura	(12) 3144-5964
119	Centro		12700-000	Cruzeiro	68.977.271/0001-35	Lenita	av  Major Novaes 70	SP	0	282 006 427 118	M & L Panificadora Cruzeiro Ltda	(12) 3144-1311
120	Centro		12701-000	Cruzeiro	01.344.505/0001-36	Decio	Av Nesralla Rubez 26/30	SP	0	282 115 954 117	Margarida Maria dos Santos Cruzeiro	(12) 3144-4263
121	Retiro da Mantiqueira		12712-000	Cruzeiro	09.065.395/0001-85	Fabio	Av Theodoro Quartim Barboza 1229	SP	0	282 127 650 116	Maria Aparecida Sales de Brito ME	(12) 3144-7833
122	Vila Crispim		12711-480	Cruzeiro	00.305.705/0001-17	Luciano	Rua Manoel Galvão Filho 230	SP	0	282 045 859 113	Mini Mercado L S Ltda 	(12) 3144-4431
123	 Itagaçaba 		12730-160	Cruzeiro	07.854.166/0001-14	Miryelle	Av Luis Bittencourt 235	SP	0	282 123 822 115	Miryelee Gomes Cabral Rações Me	(12) 3145-3633
124	Centro		12701-430	Cruzeiro	69.314.110/0001-24	Nilson	Rua DR Celestino 1114	SP	0	282 041 792 115	Natureza Viva Comercio de Rações Ltda	(12) 3144-5422
125	Centro		12700-000	Cruzeiro	02.734.381/0001-68	Nelson	Av Nesralla Rubez 279	SP	0	282 055 696 117	Nelson Ribeiro de Arruda	(12) 3144-0756
126	Vila Batista		12750-000	Cruzeiro	01.465.805/0001-78	Adriano	Rua Reinaldo Elizei S/n	SP	0	882 044 388 117	Nilson Lourenço de Almeida Jr Me	(12) 3143-2188
127	Centro		12701-470	Cruzeiro	01.983.628/0001-17	Paulo/ Cida	Mercado Municipal box 9 e 10	SP	0	282 022 422 119	Paulo Afonso da Oliveira dos Santos	(12) 3144-4362
128	Centro		12701-020	Cruzeiro	07.411.584/0001-37	Valquiria	Avenida Jorge Tibiriça 560	SP	0	282 121 875 116	Pelegrini & Pelegrini Confeitos Ltda Me	(12) 3143-4991
129	Centro	(12) 9147-4602	12710-090	Cruzeiro	55.115.752/0001-90	Omar	Av Professor  Prestes Maia 271 / 281	SP	0	282 027 406 - 116	Sanagro Comercio Produtos Agropecuarios Ltda EPP	(12) 3144-5100
130	Centro	(  ) 3141-1009	12701-450	Cruzeiro	72.671.985/0001-98	Patrícia/Yara	R Cel José de Castro 171	SP	0	282 042 752 113	Supermercado Alean Ltda	(12) 3141-1000
131	Centro	(12) 9785-6035	12700-000	Cruzeiro	53.729.950/0001-18	Lucia  	Av Jorge Tibiriça 586	SP	0	282 017 873-111	Waldomiro Takediz Shima	(12) 3144-6541
132	Vila Batista	(12) 9147-8539	12700-000	Cruzeiro	05.885.823/0001-65	Wellington	José Novaes Sobrinho 1813	SP	0	282 118 712 110	Wellington Conde Carneiro Rações Me Mendes	(12) 3143-5319
133	Centro	(12) 9785-5410	12700-000	Cruzeiro	55.485.957/0001-67	José Mauro	R Major Hermogeniz	SP	0	282 028 207 110	Z M Zeraik Lima e Cia Ltda	(12) 3144-3807
134	Saracuruna		25212-250	Duque de Caxias	00.868.850/001-06	Alexandre	Rua Machado de Assis 37	RJ	0	85 704 672	Cadog Com de Rações Ltda Me	(21) 2678-7108
135	Xerém		25250-410	Duque de Caxias	28.164.036/0001-20	Rita	Estrada do Garrão Lj A e B 73	RJ	0	82 498 834	Pamowa Com e Repres de Prod Vet e Agricolas Ltda	(21) 3652-9871
136	Pq Paulista		25261-000	Duque de Caxias	02.971.841/0001-71	Julio e João	AV 31 de Março Quadra 48 lOja 25	RJ	0	75 959 222	Rações Casa do Parque	(21) 2675-0510
137	Jd Aeroporto		12512-050	Guaratinguetá	06.233.503/0001-93	Gledson	Rua Xavantes 1145	SP	0	332 147 269 -110	Gledson Guimarães de Souza ME	(12) 3133-0664
138	São Dimas		12513-010	Guaratinguetá	02.021.246/0001-75	Helio	Av São Dimas 434	SP	0	332 071 217 111	Helio Roberto Bassanelli Guaratinguetá Me	(12) 3125-5733
139	Jardim do Vale	(12) 9777-3203	12519-010	Guaratinguetá	59.865.774/0001-28	Jorge	Av Agenor Pires da Fonseca 213	SP	0	332 042 474 110	Jorge Felix Correia Me	(12) 3125-9831
140	 Centro 		12500-210	Guaratinguetá	02.484.026/0001-88	Edinho	Rua Marechal Deodoro 221	SP	0	332 073 317 113	José Edno dos Reis	(12) 3132-4672
141	São Bento	(12) 8117-1062	12500-000	Guaratinguetá	96.231.774/0001-00	Beto	Av Rui Barboza 1145	SP	0	332 136 090-116	L C Fonseca Lorena ME	(12) 3133-1664
142	Pedregulho		12500-000	Guaratinguetá	05.858.016/0001-53	Fernando	Av João Pessoa 1865	SP	0	332 145 832 - 110	Luis Fernando Santos Vieira Rações Me	(12) 3133-6665
143	São Bento		12502-010	Guaratinguetá	08.205.234/0001-87	Beto	Av Rui Barbosa 1145	SP	0	332 156 764 - 110	M R dos Santos Carvalho Rações Me	(12) 3133-1664
144	Pedregulho		12500-000	Guaratinguetá	03.018.994/0001-61		Rua Joaquim Maia 249	SP	0	332 076 812 111	Marcel Marins de Oliveira ( Casa de Ração Bil )	(12) 3122-2630
145	Pedregulho		12515-010	Guaratinguetá	02.706.889/0001-52		Av João Pessoa 1529	SP	0	332 074 624 110	Maria da Conceição Aparecida Me	(12) 3133-5301
146	Jardim Esperança		12518-380	Guaratinguetá	07.778.888/0001-37	Agostinho	Rua Paulo Geraldo Pinto 9	SP	0	332 153 125 113	Maria E G ou Barboza Me	(12) 3122-5705
147	Parque São Francisco		12500-000	Guaratinguetá	03.639.723/0001-23		Rua José Fernando A Millco 565	SP	0	351 170 448 114	Welington de Faria Galvão 	(12) 3132-6156
